id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue,ctr,cpc,cpa,roas
35,2021-02-04,facebOOK_tier2,social,348934,4597702,115389.0,13206,143,17,82909.0,0.0028723044686236733,8.737619263970922,6787.588235294118,0.7185173630068724
36,2021-02-04,google_hot,search,89459845,196484,41269.6,3599,55,9,68589.0,0.018317013090124387,11.466963045290358,4585.511111111111,1.6619739469246129
37,2021-02-04,google_wide,search,127823,1531679,60108.8,9591,234,17,58990.0,0.006261755890104911,6.267208841622355,3535.8117647058825,0.9813870847529812
38,2021-02-04,youtube_blogger,influencer,10934,2120555,185263.0,17993,445,89,624958.0,0.00848504283076836,10.296393041738455,2081.6067415730336,3.373355715928167
39,2021-02-04,instagram_tier1,social,9034945,1322751,104028.0,10794,238,27,179037.0,0.008160265991104901,9.63757643135075,3852.8888888888887,1.7210462567770215
40,2021-02-04,instagram_tier2,social,983498,3008227,40119.2,20392,408,12,23772.0,0.006778743758366639,1.9673989799921536,3343.2666666666664,0.5925342479411354
41,2021-02-04,facebook_retargeting,social,4387490,43160,885.75,1194,4,1,5287.0,0.027664504170528268,0.7418341708542714,885.75,5.968952864803838
42,2021-02-04,facebook_lal,social,544756,432611,120335.0,4807,71,13,6864.0,0.011111599104044974,25.033284793010193,9256.538461538461,0.05704076120829352
43,2021-02-04,instagram_blogger,influencer,374754,1199300,149279.0,11993,267,38,224542.0,0.01,12.447177520220128,3928.3947368421054,1.5041767428774309
44,2021-02-04,banner_partner,media,39889,41924802,177746.0,16806,336,60,204540.0,0.0004008605693593973,10.576341782696655,2962.4333333333334,1.1507431953461682
45,2021-02-05,facebook_tier1,social,349043,3462883,90691.7,11997,143,17,84677.0,0.0034644543289507617,7.559531549554055,5334.805882352941,0.9336797082864253
46,2021-02-05,facebOOK_tier2,social,348934,3299600,261047.0,16498,330,42,209202.0,0.005,15.822948236149836,6215.4047619047615,0.8013959172103108
47,2021-02-05,google_hot,search,89459845,236719,96930.6,4504,151,23,177882.0,0.01902677858558037,21.521003552397868,4214.373913043479,1.8351480337478565
48,2021-02-05,google_wide,search,127823,9914040,56875.2,11993,139,14,49644.0,0.0012096985688982494,4.742366380388559,4062.5142857142855,0.8728584690691198
49,2021-02-05,youtube_blogger,influencer,10934,1965108,442617.0,22507,731,146,1165230.0,0.011453314525206757,19.66574843382059,3031.623287671233,2.6325920604043676
50,2021-02-05,instagram_tier1,social,9034945,7485780,258306.0,13498,526,76,454556.0,0.0018031521097333879,19.1366128315306,3398.7631578947367,1.7597578066324437
51,2021-02-05,instagram_tier2,social,983498,5100600,13588.8,25503,765,4,7924.0,0.005,0.5328314315962828,3397.2,0.5831272812904745
52,2021-02-05,facebook_retargeting,social,4387490,48954,6790.74,1505,30,5,27060.0,0.030743146627446174,4.512119601328903,1358.148,3.9848381766935566
53,2021-02-05,facebook_lal,social,544756,600400,192789.0,6004,120,21,9492.0,0.01,32.110093271152564,9180.42857142857,0.04923517420599723
54,2021-02-05,instagram_blogger,influencer,374754,2153303,36431.7,15003,51,8,47816.0,0.006967435609387067,2.4282943411317737,4553.9625,1.3124833592722822
55,2021-02-05,banner_partner,media,39889,8238872,427922.0,20997,796,119,471240.0,0.0025485284878803798,20.38014954517312,3595.983193277311,1.101228728600072
56,2021-02-06,facebook_tier1,social,349043,310024,40407.9,2391,76,9,46152.0,0.007712306144040461,16.900000000000002,4489.766666666666,1.1421528958446243
57,2021-02-06,facebOOK_tier2,social,348934,448321,62272.6,3302,108,9,44829.0,0.007365258375137457,18.859055118110234,6919.177777777778,0.7198832231189962
58,2021-02-06,google_hot,search,89459845,44950,6768.87,899,13,1,8136.0,0.02,7.529332591768632,6768.87,1.2019731506145044
59,2021-02-06,google_wide,search,127823,478400,22542.0,2392,48,6,13152.0,0.005,9.423913043478262,3757.0,0.5834442374234762
60,2021-02-06,youtube_blogger,influencer,10934,472252,80971.4,4508,133,27,215487.0,0.009545750997348872,17.96171251109139,2998.9407407407407,2.661272992686307
61,2021-02-06,instagram_tier1,social,9034945,425467,3661.53,2695,14,1,5958.0,0.00633421628469423,1.3586382189239332,3661.53,1.6271886342594488
62,2021-02-06,instagram_tier2,social,983498,1589341,12183.4,5092,102,5,12295.0,0.003203843605620191,2.3926551453260014,2436.68,1.0091600045964182
63,2021-02-06,facebook_retargeting,social,4387490,10200,1420.15,306,6,1,5492.0,0.03,4.641013071895425,1420.15,3.8671971270640424
64,2021-02-06,facebook_lal,social,544756,119700,29281.0,1197,24,4,6428.0,0.01,24.461988304093566,7320.25,0.21952802158396229
65,2021-02-06,instagram_blogger,influencer,374754,300700,8289.21,3007,20,2,9450.0,0.01,2.756637845028267,4144.605,1.1400362640106838
66,2021-02-06,banner_partner,media,39889,42070000,38185.2,4207,84,10,48820.0,0.0001,9.076586641312097,3818.5199999999995,1.278505808533149
67,2021-02-07,facebook_tier1,social,349043,478000,27314.4,2390,45,5,24905.0,0.005,11.428619246861926,5462.88,0.9117901180329789
68,2021-02-07,facebOOK_tier2,social,348934,659000,38485.6,3295,66,5,23735.0,0.005,11.68,7697.12,0.6167241773546469
69,2021-02-07,google_hot,search,89459845,44650,6426.0,893,18,2,14152.0,0.02,7.195968645016797,3213.0,2.202303143479614
70,2021-02-07,google_wide,search,127823,1137473,18102.1,2404,48,5,17845.0,0.0021134567589736197,7.529991680532445,3620.4199999999996,0.985797227945929
71,2021-02-07,youtube_blogger,influencer,10934,694624,31680.1,4505,82,15,119715.0,0.0064855231031464506,7.0322086570477245,2112.0066666666667,3.7788706475042693
72,2021-02-07,instagram_tier1,social,9034945,1246126,37965.9,2696,100,11,65791.0,0.0021635051351147475,14.08230712166172,3451.4454545454546,1.7328971524446937
73,2021-02-07,instagram_tier2,social,983498,567096,6747.94,5103,199,2,3962.0,0.008998476448432012,1.3223476386439348,3373.97,0.5871421500487557
74,2021-02-07,facebook_retargeting,social,4387490,9938,3435.44,294,6,1,4981.0,0.029583417186556653,11.685170068027212,3435.44,1.4498870595906201
75,2021-02-07,facebook_lal,social,544756,174221,10104.9,1197,6,1,981.0,0.006870583913535107,8.44185463659148,10104.9,0.09708161387049848
76,2021-02-07,instagram_blogger,influencer,374754,300700,46167.6,3007,93,12,68076.0,0.01,15.353375457266377,3847.2999999999997,1.4745405869051023
77,2021-02-07,banner_partner,media,39889,3957603,79987.7,4203,142,27,90504.0,0.0010620064720993996,19.031096835593623,2962.5074074074073,1.1314739641219838
78,2021-02-08,facebook_tier1,social,349043,479000,27210.4,2395,36,5,22345.0,0.005,11.36133611691023,5442.08,0.8211933672419368
79,2021-02-08,facebOOK_tier2,social,348934,472656,33752.8,3290,66,5,28670.0,0.006960664838698757,10.25920972644377,6750.56,0.8494110118271668
80,2021-02-08,google_hot,search,89459845,51350,6918.85,904,20,2,16240.0,0.017604673807205453,7.653595132743363,3459.425,2.347210880420879
81,2021-02-08,google_wide,search,127823,478000,16567.5,2390,48,5,16995.0,0.005,6.932008368200837,3313.5,1.0258035310095066
82,2021-02-08,youtube_blogger,influencer,10934,685530,33892.6,4491,79,16,120176.0,0.006551135617697256,7.546782453796482,2118.2875,3.5457887562476764
83,2021-02-08,instagram_tier1,social,9034945,472836,330.76,2690,1,0,0.0,0.005689076127875204,0.12295910780669145,inf,0.0
84,2021-02-08,instagram_tier2,social,983498,1020000,2057.3,5100,102,1,1981.0,0.005,0.40339215686274515,2057.3,0.9629125552909152
85,2021-02-08,facebook_retargeting,social,4387490,10067,4336.04,302,10,2,10036.0,0.02999900665540876,14.357748344370862,2168.02,2.3145542937795778
86,2021-02-08,facebook_lal,social,544756,120200,40099.0,1202,24,5,4905.0,0.01,33.36023294509151,8019.8,0.12232225242524751
87,2021-02-08,instagram_blogger,influencer,374754,361650,31154.3,2991,60,9,45027.0,0.008270427208627126,10.416014710799063,3461.588888888889,1.4452900562683162
88,2021-02-08,banner_partner,media,39889,2233790,31883.9,4197,84,10,42280.0,0.0018788695445856594,7.5968310698117705,3188.3900000000003,1.3260611154846176
89,2021-02-09,facebook_tier1,social,349043,478600,49036.5,2393,68,9,42813.0,0.005,20.491642290012535,5448.5,0.8730843351381115
90,2021-02-09,facebOOK_tier2,social,348934,555116,62119.4,3303,96,11,54791.0,0.005950107725232204,18.806963366636392,5647.218181818182,0.8820271927932336
91,2021-02-09,google_hot,search,89459845,44900,3095.21,898,5,1,7998.0,0.02,3.446781737193764,3095.21,2.5839926854720683
92,2021-02-09,google_wide,search,127823,478600,20299.3,2393,48,5,14905.0,0.005,8.482783117425825,4059.8599999999997,0.7342617725734385
93,2021-02-09,youtube_blogger,influencer,10934,491821,27833.0,4495,90,18,143658.0,0.009139504006538965,6.191991101223581,1546.2777777777778,5.161427082959078
94,2021-02-09,instagram_tier1,social,9034945,759532,10317.0,2701,19,3,19800.0,0.0035561372002759595,3.8196964087375047,3439.0,1.919162547252108
95,2021-02-09,instagram_tier2,social,983498,1022000,7398.26,5110,102,3,5943.0,0.005,1.4478003913894326,2466.0866666666666,0.8032969914547474
96,2021-02-09,facebook_retargeting,social,4387490,9721,2152.37,290,6,1,4353.0,0.029832321777594897,7.421965517241379,2152.37,2.0224217955091364
97,2021-02-09,facebook_lal,social,544756,189854,29091.4,1198,24,3,2943.0,0.006310111980785235,24.28330550918197,9697.133333333333,0.10116391785888612
98,2021-02-09,instagram_blogger,influencer,374754,346068,57642.4,3006,99,15,89460.0,0.008686154166233227,19.175781769793748,3842.826666666667,1.5519825683871593
99,2021-02-09,banner_partner,media,39889,3736884,44731.7,4190,84,13,51259.0,0.001121255034943552,10.67582338902148,3440.8999999999996,1.145921125286989
100,2021-02-10,facebook_tier1,social,349043,961800,43386.4,4809,96,8,42400.0,0.005,9.021917238511126,5423.3,0.9772647649954824
101,2021-02-10,facebOOK_tier2,social,348934,852250,43865.9,6596,132,7,34867.0,0.007739513053681432,6.650379017586416,6266.557142857143,0.7948543173626894
102,2021-02-10,google_hot,search,89459845,108748,51883.1,1797,57,11,86724.0,0.016524441828815243,28.872064552031162,4716.645454545454,1.6715269519361797
103,2021-02-10,google_wide,search,127823,797238,67577.8,4797,154,19,42598.0,0.006017023774581743,14.087513028976444,3556.726315789474,0.6303549390480305
104,2021-02-10,youtube_blogger,influencer,10934,1469962,19831.4,8998,80,16,130768.0,0.006121246671682669,2.2039786619248725,1239.4625,6.593987313049003
105,2021-02-10,instagram_tier1,social,9034945,3858193,38890.3,5406,186,14,83734.0,0.0014011740729403636,7.193914169441362,2777.878571428572,2.1530818738862902
106,2021-02-10,instagram_tier2,social,983498,2040000,14147.9,10200,395,4,7924.0,0.005,1.387049019607843,3536.975,0.560083121876745
107,2021-02-10,facebook_retargeting,social,4387490,18399,12713.0,599,22,5,27065.0,0.032556117180281535,21.223706176961603,2542.6,2.128923149531975
108,2021-02-10,facebook_lal,social,544756,321713,131236.0,2396,88,15,14715.0,0.007447631895509351,54.77295492487479,8749.066666666668,0.11212624584717608
109,2021-02-10,instagram_blogger,influencer,374754,489728,126901.0,6005,187,34,143888.0,0.012261908651332984,21.13255620316403,3732.3823529411766,1.1338602532682958
110,2021-02-10,banner_partner,media,39889,5219501,179519.0,8391,302,60,196680.0,0.0016076249434572385,21.39423191514718,2991.983333333333,1.0955943382037556
111,2021-02-11,facebook_tier1,social,349043,1061233,105681.0,7206,144,23,105225.0,0.006790214778469949,14.665695253955038,4594.826086956522,0.9956851278848611
112,2021-02-11,facebOOK_tier2,social,348934,4564542,188516.0,9895,304,28,131068.0,0.002167796900543362,19.051642243557353,6732.714285714285,0.695261940631034
113,2021-02-11,google_hot,search,89459845,134600,26220.4,2692,54,6,48990.0,0.02,9.740118870728084,4370.066666666667,1.8683925493127487
114,2021-02-11,google_wide,search,127823,1254537,51422.5,7198,144,14,41986.0,0.005737574898149676,7.143998332870241,3673.035714285714,0.8164908357236618
115,2021-02-11,youtube_blogger,influencer,10934,1210466,197161.0,13506,474,95,831820.0,0.011157686378634344,14.598030504960759,2075.378947368421,4.218988542358783
116,2021-02-11,instagram_tier1,social,9034945,2224531,348.99,8106,1,0,0.0,0.0036439141553882594,0.043053293856402663,inf,0.0
117,2021-02-11,instagram_tier2,social,983498,3058200,4138.73,15291,114,1,2771.0,0.005,0.27066444313648547,4138.73,0.669529058430968
118,2021-02-11,facebook_retargeting,social,4387490,26774,17711.1,893,27,6,29886.0,0.03335325315604691,19.833258678611422,2951.85,1.687416366007758
119,2021-02-11,facebook_lal,social,544756,359500,6171.15,3595,5,1,677.0,0.01,1.7165924895688456,6171.15,0.10970402599191399
120,2021-02-11,instagram_blogger,influencer,374754,900400,128751.0,9004,227,29,143869.0,0.01,14.299311417147933,4439.689655172414,1.1174204472198275
121,2021-02-11,banner_partner,media,39889,5125187,193124.0,12602,482,57,226917.0,0.002458837111699534,15.32486906840184,3388.1403508771928,1.1749808413247447
122,2021-02-12,facebook_tier1,social,349043,1804868,110004.0,9607,192,23,96163.0,0.005322826932495895,11.450400749453523,4782.782608695652,0.8741773026435402
123,2021-02-12,facebOOK_tier2,social,348934,2639200,191722.0,13196,325,32,176512.0,0.005,14.528796605031827,5991.3125,0.9206663815315926
124,2021-02-12,google_hot,search,89459845,161493,59745.3,3602,72,14,122710.0,0.02230437232573548,16.58670183231538,4267.521428571429,2.053885410233106
125,2021-02-12,google_wide,search,127823,1502383,86733.1,9605,192,19,56639.0,0.0063931767066054395,9.029994794377929,4564.900000000001,0.6530263532607504
126,2021-02-12,youtube_blogger,influencer,10934,1299708,121652.0,17994,378,61,486841.0,0.013844648182514841,6.7606980104479275,1994.295081967213,4.001915299378555
127,2021-02-12,instagram_tier1,social,9034945,3735390,26659.9,10806,115,9,53523.0,0.0028928706239509127,2.4671386266888766,2962.211111111111,2.007621934065769
128,2021-02-12,instagram_tier2,social,983498,7156880,49060.3,20391,408,15,29715.0,0.0028491465554822772,2.4059781276053163,3270.686666666667,0.6056832102535044
129,2021-02-12,facebook_retargeting,social,4387490,42587,11278.3,1207,34,8,39848.0,0.02834198229506657,9.34407622203811,1409.7875,3.5331565927489073
130,2021-02-12,facebook_lal,social,544756,480000,44580.9,4800,33,5,6945.0,0.01,9.2876875,8916.18,0.1557842035490535
131,2021-02-12,instagram_blogger,influencer,374754,1200300,308572.0,12003,412,79,393499.0,0.01,25.707906356744147,3905.974683544304,1.275225879211335
132,2021-02-12,banner_partner,media,39889,10819771,145201.0,16808,336,49,195069.0,0.0015534524714062802,8.638802950975727,2963.285714285714,1.3434411608735477
133,2021-02-13,facebook_tier1,social,349043,1496322,308692.0,11990,397,60,341880.0,0.008012981163145366,25.74578815679733,5144.866666666667,1.1075116945045547
134,2021-02-13,facebOOK_tier2,social,348934,2358224,325444.0,16506,655,52,262184.0,0.006999335092849534,19.716709075487703,6258.538461538462,0.805619399958211
135,2021-02-13,google_hot,search,89459845,225350,61588.1,4507,100,17,152660.0,0.02,13.664987796760593,3622.8294117647056,2.4787255979645417
136,2021-02-13,google_wide,search,127823,3452027,216562.0,12010,378,56,123088.0,0.0034791153139879846,18.03180682764363,3867.1785714285716,0.5683730294326798
137,2021-02-13,youtube_blogger,influencer,10934,2250900,205045.0,22509,790,158,1296550.0,0.01,9.109467324181438,1297.753164556962,6.3232461167060885
138,2021-02-13,instagram_tier1,social,9034945,2698200,88844.8,13491,219,26,176384.0,0.005,6.585486620710103,3417.1076923076926,1.9853047111367237
139,2021-02-13,instagram_tier2,social,983498,5100600,16656.8,25503,510,6,10134.0,0.005,0.6531310041955848,2776.133333333333,0.6084001729023583
140,2021-02-13,facebook_retargeting,social,4387490,50333,8367.08,1510,19,4,18828.0,0.030000198676812428,5.541112582781457,2091.77,2.2502473981365063
141,2021-02-13,facebook_lal,social,544756,495013,171332.0,6006,128,19,24035.0,0.01213301468850313,28.526806526806528,9017.473684210527,0.14028319286531413
142,2021-02-13,instagram_blogger,influencer,374754,1499200,32770.1,14992,50,8,43976.0,0.01,2.185839114194237,4096.2625,1.3419550138693506
143,2021-02-13,banner_partner,media,39889,17890507,390105.0,20993,734,118,353174.0,0.001173415599680881,18.58262277902158,3305.9745762711864,0.9053306161161738
144,2021-02-14,facebook_tier1,social,349043,2452315,60244.9,14406,110,14,63560.0,0.005874449244897169,4.1819311398028605,4303.207142857143,1.0550270645316036
145,2021-02-14,facebOOK_tier2,social,348934,7936534,197948.0,19797,396,30,149430.0,0.0024944138083450532,9.998888720513209,6598.266666666666,0.7548952250085881
146,2021-02-14,google_hot,search,89459845,263754,56440.3,5409,90,11,84183.0,0.020507745854091312,10.43451654649658,5130.936363636364,1.491540619025767
147,2021-02-14,google_wide,search,127823,3111389,196998.0,14390,498,48,101280.0,0.004624944036248762,13.689923558026408,4104.125,0.5141168945877623
148,2021-02-14,youtube_blogger,influencer,10934,2511956,231751.0,26993,540,85,733550.0,0.010745809241881626,8.585596265698515,2726.4823529411765,3.165250635380214
149,2021-02-14,instagram_tier1,social,9034945,3239400,312844.0,16197,604,72,377352.0,0.005,19.314934864481078,4345.055555555556,1.2061986165628875
150,2021-02-14,instagram_tier2,social,983498,5130500,218228.0,30602,935,54,119718.0,0.005964720787447617,7.131167897523038,4041.259259259259,0.5485913814909178
151,2021-02-14,facebook_retargeting,social,4387490,55495,4764.34,1790,10,2,10902.0,0.03225515812235336,2.661642458100559,2382.17,2.288249789057876
152,2021-02-14,facebook_lal,social,544756,605220,170719.0,7205,142,21,14280.0,0.011904761904761904,23.694517696044414,8129.476190476191,0.08364622566908195
153,2021-02-14,instagram_blogger,influencer,374754,2429465,205870.0,17998,354,53,306817.0,0.0074082153889848176,11.438493165907323,3884.3396226415093,1.4903434206052364
154,2021-02-14,banner_partner,media,39889,7218480,225274.0,25190,504,76,236056.0,0.0034896543316598506,8.942993251290195,2964.1315789473683,1.047861715066985
155,2021-02-15,facebook_tier1,social,349043,3361800,168064.0,16809,247,30,149430.0,0.005,9.998453209590101,5602.133333333333,0.8891255712109672
156,2021-02-15,facebOOK_tier2,social,348934,3441545,593576.0,23103,694,81,403461.0,0.006712973388405498,25.692594035406657,7328.098765432099,0.6797124546814561
157,2021-02-15,google_hot,search,89459845,315350,82930.7,6307,126,19,138073.0,0.02,13.14899318217853,4364.773684210526,1.6649202285763898
158,2021-02-15,google_wide,search,127823,3359600,124854.0,16798,336,31,92411.0,0.005,7.432670556018573,4027.548387096774,0.7401524981178016
159,2021-02-15,youtube_blogger,influencer,10934,2478877,151480.0,31504,630,98,782138.0,0.012708980719898568,4.808278313864906,1545.7142857142858,5.163308687615527
160,2021-02-15,instagram_tier1,social,9034945,3780200,136269.0,18901,378,45,269145.0,0.005,7.209618538701656,3028.2,1.9751007198996102
161,2021-02-15,instagram_tier2,social,983498,7138400,37098.6,35692,916,11,21791.0,0.005,1.0394093914602711,3372.6,0.5873806558738066
162,2021-02-15,facebook_retargeting,social,4387490,63986,14609.5,2099,28,5,24905.0,0.03280405088613134,6.960219151977132,2921.9,1.704712686950272
163,2021-02-15,facebook_lal,social,544756,1093435,6587.76,8402,4,1,741.0,0.007684041575402287,0.7840704594144252,6587.76,0.1124813290101643
164,2021-02-15,instagram_blogger,influencer,374754,2100700,82452.0,21007,122,24,103392.0,0.01,3.924977388489551,3435.5,1.25396594382186
165,2021-02-15,banner_partner,media,39889,8747458,543275.0,29390,1061,171,809685.0,0.0033598332224058693,18.485028921401838,3177.0467836257308,1.4903778012976854
166,2021-02-16,facebook_tier1,social,349043,3839000,393027.0,19195,384,64,336448.0,0.005,20.4754884084397,6141.046875,0.8560429690581054
167,2021-02-16,facebOOK_tier2,social,348934,5280000,595176.0,26400,923,80,392160.0,0.005,22.544545454545453,7439.7,0.6588975361909755
168,2021-02-16,google_hot,search,89459845,373184,102053.0,7198,144,22,185482.0,0.019288072371805864,14.177966101694915,4638.772727272727,1.8175065897131883
169,2021-02-16,google_wide,search,127823,3841400,271906.0,19207,666,67,199727.0,0.005,14.156609569427813,4058.2985074626868,0.7345442910417571
170,2021-02-16,youtube_blogger,influencer,10934,4371118,221258.0,35999,720,128,1021570.0,0.008235650467454779,6.146226284063446,1728.578125,4.617098590785418
171,2021-02-16,instagram_tier1,social,9034945,4319200,143680.0,21596,432,34,171972.0,0.005,6.653083904426746,4225.882352941177,1.1969097995545657
172,2021-02-16,instagram_tier2,social,983498,15988504,103731.0,40794,816,24,41424.0,0.0025514582227330338,2.5428004118252683,4322.125,0.3993406021343668
173,2021-02-16,facebook_retargeting,social,4387490,80233,31712.0,2407,48,12,59772.0,0.03000012463699475,13.174906522642294,2642.6666666666665,1.8848385469223008
174,2021-02-16,facebook_lal,social,544756,1576818,345629.0,9597,292,39,25857.0,0.006086307994962006,36.014275294362825,8862.28205128205,0.07481143075378513
175,2021-02-16,instagram_blogger,influencer,374754,3937010,620903.0,23994,833,160,939360.0,0.006094472708984737,25.877427690255896,3880.64375,1.512893318279989
176,2021-02-16,banner_partner,media,39889,56876855,206424.0,33592,416,62,246822.0,0.000590609308478818,6.145034532031436,3329.4193548387098,1.1957039879083828
177,2021-02-17,facebook_tier1,social,349043,4320600,489831.0,21603,652,86,428366.0,0.005,22.674211915011803,5695.709302325581,0.8745179459854521
178,2021-02-17,facebOOK_tier2,social,348934,6102420,403691.0,29704,594,61,303841.0,0.004867577125140518,13.59045919741449,6617.88524590164,0.7526573542635332
179,2021-02-17,google_hot,search,89459845,490058,116213.0,8104,162,31,227726.0,0.01653681809091985,14.340202369200394,3748.8064516129034,1.9595570202989339
180,2021-02-17,google_wide,search,127823,4319200,180223.0,21596,442,44,136708.0,0.005,8.345202815336174,4095.9772727272725,0.7585491307990656
181,2021-02-17,youtube_blogger,influencer,10934,4049400,363811.0,40494,746,149,1189170.0,0.01,8.984318664493506,2441.6845637583892,3.268647731926742
182,2021-02-17,instagram_tier1,social,9034945,4999407,246023.0,24294,606,73,496546.0,0.004859376322031793,10.126903762245822,3370.178082191781,2.0182909727952265
183,2021-02-17,instagram_tier2,social,983498,32964848,162819.0,45907,974,46,121900.0,0.0013926046314546938,3.5467140087568345,3539.5434782608695,0.7486841216319963
184,2021-02-17,facebook_retargeting,social,4387490,84332,31422.5,2698,54,11,45441.0,0.03199260067352844,11.646590066716087,2856.590909090909,1.4461293659002308
185,2021-02-17,facebook_lal,social,544756,1361187,291254.0,10810,216,32,31392.0,0.007941598031717905,26.943015726179464,9101.6875,0.10778221071641934
186,2021-02-17,instagram_blogger,influencer,374754,2795511,462606.0,26990,795,119,592739.0,0.009654764370449624,17.139903668025195,3887.4453781512607,1.2813041767724587
187,2021-02-17,banner_partner,media,39889,16553044,523398.0,37805,756,142,565302.0,0.002283869963735975,13.844676630075387,3685.9014084507044,1.0800614446367773
188,2021-02-18,facebook_tier1,social,349043,4798200,30892.2,23991,61,6,25686.0,0.005,1.2876578717018883,5148.7,0.8314720220638219
